plan_no	subject_plan	plan_description	section	note_title	note_subject	domain_context	status	applicable_programs	curation_status
5	🏗️ Structural Concepts for Architecture	Build practical understanding of structural behavior, loads, structural systems, materials, and seismic principles needed for safe and integrated architectural design.	Foundations	Foundation Selection in Civil Engineering	Foundation Engineering	CIVIL_ENGINEERING	Reuse	Architecture, Civil Engineering, Architectural Engineering	VALID
5	🏗️ Structural Concepts for Architecture	Build practical understanding of structural behavior, loads, structural systems, materials, and seismic principles needed for safe and integrated architectural design.	Foundations	Isolated Footings in Foundation Engineering	Foundation Engineering	CIVIL_ENGINEERING	Reuse	Architecture, Civil Engineering, Architectural Engineering	VALID
5	🏗️ Structural Concepts for Architecture	Build practical understanding of structural behavior, loads, structural systems, materials, and seismic principles needed for safe and integrated architectural design.	Foundations	Combined Footings in Foundation Engineering	Foundation Engineering	CIVIL_ENGINEERING	Reuse	Architecture, Civil Engineering, Architectural Engineering	VALID
5	🏗️ Structural Concepts for Architecture	Build practical understanding of structural behavior, loads, structural systems, materials, and seismic principles needed for safe and integrated architectural design.	Foundations	Strip Footings in Foundation Engineering	Foundation Engineering	CIVIL_ENGINEERING	Reuse	Architecture, Civil Engineering, Architectural Engineering	VALID
5	🏗️ Structural Concepts for Architecture	Build practical understanding of structural behavior, loads, structural systems, materials, and seismic principles needed for safe and integrated architectural design.	Foundations	Mat Foundations in Foundation Engineering	Foundation Engineering	CIVIL_ENGINEERING	Reuse	Architecture, Civil Engineering, Architectural Engineering	VALID
5	🏗️ Structural Concepts for Architecture	Build practical understanding of structural behavior, loads, structural systems, materials, and seismic principles needed for safe and integrated architectural design.	Foundations	Pile Foundations in Foundation Engineering	Foundation Engineering	CIVIL_ENGINEERING	Reuse	Architecture, Civil Engineering, Architectural Engineering	VALID
5	🏗️ Structural Concepts for Architecture	Build practical understanding of structural behavior, loads, structural systems, materials, and seismic principles needed for safe and integrated architectural design.	Foundations	Site Investigation in Foundation Engineering	Foundation Engineering	CIVIL_ENGINEERING	Reuse	Architecture, Civil Engineering, Architectural Engineering	VALID
5	🏗️ Structural Concepts for Architecture	Build practical understanding of structural behavior, loads, structural systems, materials, and seismic principles needed for safe and integrated architectural design.	Foundations	Soil Exploration Methods in Foundation Engineering	Foundation Engineering	CIVIL_ENGINEERING	Reuse	Architecture, Civil Engineering, Architectural Engineering	VALID
5	🏗️ Structural Concepts for Architecture	Build practical understanding of structural behavior, loads, structural systems, materials, and seismic principles needed for safe and integrated architectural design.	Foundations	Cone Penetration Test in Foundation Engineering	Foundation Engineering	CIVIL_ENGINEERING	Excluded	Architecture, Civil Engineering, Architectural Engineering	VALID
5	🏗️ Structural Concepts for Architecture	Build practical understanding of structural behavior, loads, structural systems, materials, and seismic principles needed for safe and integrated architectural design.	Foundations	Terzaghi's Bearing Capacity Theory	Foundation Engineering	CIVIL_ENGINEERING	Excluded	Architecture, Civil Engineering, Architectural Engineering	VALID
5	🏗️ Structural Concepts for Architecture	Build practical understanding of structural behavior, loads, structural systems, materials, and seismic principles needed for safe and integrated architectural design.	Foundations	Ultimate and Allowable Bearing Capacity in Foundation Engineering	Foundation Engineering	CIVIL_ENGINEERING	Excluded	Architecture, Civil Engineering, Architectural Engineering	VALID
5	🏗️ Structural Concepts for Architecture	Build practical understanding of structural behavior, loads, structural systems, materials, and seismic principles needed for safe and integrated architectural design.	Foundations	Fundamentals of Pile Capacity in Foundation Engineering	Foundation Engineering	CIVIL_ENGINEERING	Excluded	Architecture, Civil Engineering, Architectural Engineering	VALID
5	🏗️ Structural Concepts for Architecture	Build practical understanding of structural behavior, loads, structural systems, materials, and seismic principles needed for safe and integrated architectural design.	Foundations	Design and Analysis of Pile Groups in Foundation Engineering	Foundation Engineering	CIVIL_ENGINEERING	Excluded	Architecture, Civil Engineering, Architectural Engineering	VALID
5	🏗️ Structural Concepts for Architecture	Build practical understanding of structural behavior, loads, structural systems, materials, and seismic principles needed for safe and integrated architectural design.	Foundations	Eccentric Loading in Foundation Engineering	Foundation Engineering	CIVIL_ENGINEERING	Excluded	Architecture, Civil Engineering, Architectural Engineering	VALID
5	🏗️ Structural Concepts for Architecture	Build practical understanding of structural behavior, loads, structural systems, materials, and seismic principles needed for safe and integrated architectural design.	Foundations	Groundwater Effects in Foundation Engineering	Foundation Engineering	CIVIL_ENGINEERING	Excluded	Architecture, Civil Engineering, Architectural Engineering	VALID
5	🏗️ Structural Concepts for Architecture	Build practical understanding of structural behavior, loads, structural systems, materials, and seismic principles needed for safe and integrated architectural design.	Foundations	Caissons and Drilled Shafts in Foundation Engineering	Foundation Engineering	CIVIL_ENGINEERING	Excluded	Architecture, Civil Engineering, Architectural Engineering	VALID
5	🏗️ Structural Concepts for Architecture	Build practical understanding of structural behavior, loads, structural systems, materials, and seismic principles needed for safe and integrated architectural design.	Seismic and Disaster-Resilient Design	Fundamentals of Seismic Design	Structural Components	ENGINEERING_SCIENCES	New	Architecture, Civil Engineering, Architectural Engineering	VALID
5	🏗️ Structural Concepts for Architecture	Build practical understanding of structural behavior, loads, structural systems, materials, and seismic principles needed for safe and integrated architectural design.	Seismic and Disaster-Resilient Design	Building Response to Earthquakes	Structural Components	ENGINEERING_SCIENCES	New	Architecture, Civil Engineering, Architectural Engineering	VALID
5	🏗️ Structural Concepts for Architecture	Build practical understanding of structural behavior, loads, structural systems, materials, and seismic principles needed for safe and integrated architectural design.	Seismic and Disaster-Resilient Design	Lateral Load-Resisting Systems	Structural Components	ENGINEERING_SCIENCES	New	Architecture, Civil Engineering, Architectural Engineering	VALID
5	🏗️ Structural Concepts for Architecture	Build practical understanding of structural behavior, loads, structural systems, materials, and seismic principles needed for safe and integrated architectural design.	Seismic and Disaster-Resilient Design	Architectural Configuration and Seismic Performance	Structural Components	ENGINEERING_SCIENCES	New	Architecture, Civil Engineering, Architectural Engineering	VALID
5	🏗️ Structural Concepts for Architecture	Build practical understanding of structural behavior, loads, structural systems, materials, and seismic principles needed for safe and integrated architectural design.	Seismic and Disaster-Resilient Design	Wind-Resistant Building Design	Structural Components	ENGINEERING_SCIENCES	New	Architecture, Civil Engineering, Architectural Engineering	VALID
5	🏗️ Structural Concepts for Architecture	Build practical understanding of structural behavior, loads, structural systems, materials, and seismic principles needed for safe and integrated architectural design.	Seismic and Disaster-Resilient Design	Disaster-Resilient Structural Planning	Structural Components	ENGINEERING_SCIENCES	New	Architecture, Civil Engineering, Architectural Engineering	VALID
6	⚙️ Building Utilities	Understand the building service systems that support health, safety, comfort, communication, mobility, and efficient building operation.	Plumbing and Sanitary Systems	Plumbing Fixtures in Building Utilities	Building Utilities	ENGINEERING_SCIENCES	Existing	Architecture, Architectural Engineering, Civil Engineering	VALID
6	⚙️ Building Utilities	Understand the building service systems that support health, safety, comfort, communication, mobility, and efficient building operation.	Plumbing and Sanitary Systems	Sanitary Systems in Building Utilities	Building Utilities	ENGINEERING_SCIENCES	Existing	Architecture, Architectural Engineering, Civil Engineering	VALID
6	⚙️ Building Utilities	Understand the building service systems that support health, safety, comfort, communication, mobility, and efficient building operation.	Plumbing and Sanitary Systems	Fundamentals of Water Distribution Systems in Architectural Design	Building Utilities	ENGINEERING_SCIENCES	Existing	Architecture, Architectural Engineering, Civil Engineering	VALID
6	⚙️ Building Utilities	Understand the building service systems that support health, safety, comfort, communication, mobility, and efficient building operation.	Plumbing and Sanitary Systems	Building Water Supply Systems	Building Utilities	ENGINEERING_SCIENCES	New	Architecture, Architectural Engineering, Civil Engineering	VALID
6	⚙️ Building Utilities	Understand the building service systems that support health, safety, comfort, communication, mobility, and efficient building operation.	Plumbing and Sanitary Systems	Water Storage and Distribution in Buildings	Building Utilities	ENGINEERING_SCIENCES	New	Architecture, Architectural Engineering, Civil Engineering	VALID
6	⚙️ Building Utilities	Understand the building service systems that support health, safety, comfort, communication, mobility, and efficient building operation.	Plumbing and Sanitary Systems	Building Drainage Systems	Building Utilities	ENGINEERING_SCIENCES	New	Architecture, Architectural Engineering, Civil Engineering	VALID
6	⚙️ Building Utilities	Understand the building service systems that support health, safety, comfort, communication, mobility, and efficient building operation.	Plumbing and Sanitary Systems	Building Sewerage Systems	Building Utilities	ENGINEERING_SCIENCES	New	Architecture, Architectural Engineering, Civil Engineering	VALID
6	⚙️ Building Utilities	Understand the building service systems that support health, safety, comfort, communication, mobility, and efficient building operation.	Plumbing and Sanitary Systems	Stormwater Systems for Buildings	Building Utilities	ENGINEERING_SCIENCES	New	Architecture, Architectural Engineering, Civil Engineering	VALID
6	⚙️ Building Utilities	Understand the building service systems that support health, safety, comfort, communication, mobility, and efficient building operation.	Plumbing and Sanitary Systems	Waste Treatment and Recycling Systems in Buildings	Building Utilities	ENGINEERING_SCIENCES	New	Architecture, Architectural Engineering, Civil Engineering	VALID
6	⚙️ Building Utilities	Understand the building service systems that support health, safety, comfort, communication, mobility, and efficient building operation.	Mechanical Systems	Fundamental Principles of HVAC Systems in Architecture	Building Utilities	ENGINEERING_SCIENCES	Existing	Architecture, Architectural Engineering, Mechanical Engineering	VALID
6	⚙️ Building Utilities	Understand the building service systems that support health, safety, comfort, communication, mobility, and efficient building operation.	Mechanical Systems	Vertical Transportation Systems in Buildings	Building Utilities	ENGINEERING_SCIENCES	Existing	Architecture, Architectural Engineering, Mechanical Engineering	VALID
6	⚙️ Building Utilities	Understand the building service systems that support health, safety, comfort, communication, mobility, and efficient building operation.	Mechanical Systems	Natural and Mechanical Ventilation	Building Utilities	ENGINEERING_SCIENCES	New	Architecture, Architectural Engineering, Mechanical Engineering	VALID
6	⚙️ Building Utilities	Understand the building service systems that support health, safety, comfort, communication, mobility, and efficient building operation.	Mechanical Systems	Air-Conditioning Systems	Building Utilities	ENGINEERING_SCIENCES	New	Architecture, Architectural Engineering, Mechanical Engineering	VALID
6	⚙️ Building Utilities	Understand the building service systems that support health, safety, comfort, communication, mobility, and efficient building operation.	Mechanical Systems	Heating Systems in Buildings	Building Utilities	ENGINEERING_SCIENCES	New	Architecture, Architectural Engineering, Mechanical Engineering	VALID
6	⚙️ Building Utilities	Understand the building service systems that support health, safety, comfort, communication, mobility, and efficient building operation.	Mechanical Systems	Elevators and Escalators	Building Utilities	ENGINEERING_SCIENCES	New	Architecture, Architectural Engineering, Mechanical Engineering	VALID
6	⚙️ Building Utilities	Understand the building service systems that support health, safety, comfort, communication, mobility, and efficient building operation.	Mechanical Systems	Building Mechanical Equipment	Building Utilities	ENGINEERING_SCIENCES	New	Architecture, Architectural Engineering, Mechanical Engineering	VALID
6	⚙️ Building Utilities	Understand the building service systems that support health, safety, comfort, communication, mobility, and efficient building operation.	Electrical and Lighting Systems	Fundamentals of Electrical Distribution in Building Utilities	Building Utilities	ENGINEERING_SCIENCES	Existing	Architecture, Architectural Engineering, Electrical Engineering	VALID
6	⚙️ Building Utilities	Understand the building service systems that support health, safety, comfort, communication, mobility, and efficient building operation.	Electrical and Lighting Systems	Principles and Practices of Lighting Design in Architecture	Building Utilities	ENGINEERING_SCIENCES	Existing	Architecture, Architectural Engineering, Electrical Engineering	VALID
6	⚙️ Building Utilities	Understand the building service systems that support health, safety, comfort, communication, mobility, and efficient building operation.	Electrical and Lighting Systems	Electrical Service and Distribution in Buildings	Building Utilities	ENGINEERING_SCIENCES	New	Architecture, Architectural Engineering, Electrical Engineering	VALID
6	⚙️ Building Utilities	Understand the building service systems that support health, safety, comfort, communication, mobility, and efficient building operation.	Electrical and Lighting Systems	Electrical Loads and Circuits for Buildings	Building Utilities	ENGINEERING_SCIENCES	New	Architecture, Architectural Engineering, Electrical Engineering	VALID
6	⚙️ Building Utilities	Understand the building service systems that support health, safety, comfort, communication, mobility, and efficient building operation.	Electrical and Lighting Systems	Emergency and Standby Power Systems	Building Utilities	ENGINEERING_SCIENCES	New	Architecture, Architectural Engineering, Electrical Engineering	VALID
6	⚙️ Building Utilities	Understand the building service systems that support health, safety, comfort, communication, mobility, and efficient building operation.	Electrical and Lighting Systems	Alternative Energy Systems for Buildings	Building Utilities	ENGINEERING_SCIENCES	New	Architecture, Architectural Engineering, Electrical Engineering	VALID
6	⚙️ Building Utilities	Understand the building service systems that support health, safety, comfort, communication, mobility, and efficient building operation.	Electrical and Lighting Systems	Lighting Fundamentals	Building Utilities	ENGINEERING_SCIENCES	New	Architecture, Architectural Engineering, Electrical Engineering	VALID
6	⚙️ Building Utilities	Understand the building service systems that support health, safety, comfort, communication, mobility, and efficient building operation.	Electrical and Lighting Systems	Daylighting Design	Building Utilities	ENGINEERING_SCIENCES	New	Architecture, Architectural Engineering, Electrical Engineering	VALID
6	⚙️ Building Utilities	Understand the building service systems that support health, safety, comfort, communication, mobility, and efficient building operation.	Architectural Acoustics	Fundamentals of Acoustics in Building Utilities	Building Utilities	ENGINEERING_SCIENCES	Existing	Architecture, Architectural Engineering, Interior Design	VALID
6	⚙️ Building Utilities	Understand the building service systems that support health, safety, comfort, communication, mobility, and efficient building operation.	Architectural Acoustics	Sound Transmission in Buildings	Building Utilities	ENGINEERING_SCIENCES	New	Architecture, Architectural Engineering, Interior Design	VALID
6	⚙️ Building Utilities	Understand the building service systems that support health, safety, comfort, communication, mobility, and efficient building operation.	Architectural Acoustics	Room Acoustics	Building Utilities	ENGINEERING_SCIENCES	New	Architecture, Architectural Engineering, Interior Design	VALID
6	⚙️ Building Utilities	Understand the building service systems that support health, safety, comfort, communication, mobility, and efficient building operation.	Architectural Acoustics	Acoustic Treatment and Noise Control	Building Utilities	ENGINEERING_SCIENCES	New	Architecture, Architectural Engineering, Interior Design	VALID
6	⚙️ Building Utilities	Understand the building service systems that support health, safety, comfort, communication, mobility, and efficient building operation.	Fire Protection and Life Safety	Fundamentals of Fire Protection Systems in Building Utilities	Building Utilities	ENGINEERING_SCIENCES	Existing	Architecture, Architectural Engineering	VALID
6	⚙️ Building Utilities	Understand the building service systems that support health, safety, comfort, communication, mobility, and efficient building operation.	Fire Protection and Life Safety	Fire Detection and Alarm Systems	Building Utilities	ENGINEERING_SCIENCES	New	Architecture, Architectural Engineering	VALID
6	⚙️ Building Utilities	Understand the building service systems that support health, safety, comfort, communication, mobility, and efficient building operation.	Fire Protection and Life Safety	Automatic Sprinkler Systems	Building Utilities	ENGINEERING_SCIENCES	New	Architecture, Architectural Engineering	VALID
6	⚙️ Building Utilities	Understand the building service systems that support health, safety, comfort, communication, mobility, and efficient building operation.	Fire Protection and Life Safety	Standpipes and Fire Hose Systems	Building Utilities	ENGINEERING_SCIENCES	New	Architecture, Architectural Engineering	VALID
6	⚙️ Building Utilities	Understand the building service systems that support health, safety, comfort, communication, mobility, and efficient building operation.	Fire Protection and Life Safety	Smoke Control Systems	Building Utilities	ENGINEERING_SCIENCES	New	Architecture, Architectural Engineering	VALID
6	⚙️ Building Utilities	Understand the building service systems that support health, safety, comfort, communication, mobility, and efficient building operation.	Fire Protection and Life Safety	Fire Protection Equipment	Building Utilities	ENGINEERING_SCIENCES	New	Architecture, Architectural Engineering	VALID
6	⚙️ Building Utilities	Understand the building service systems that support health, safety, comfort, communication, mobility, and efficient building operation.	Communications, Security, and Intelligent Buildings	Building Automation Systems in Architectural Design	Building Utilities	ENGINEERING_SCIENCES	Existing	Architecture, Architectural Engineering, Interior Design	VALID
6	⚙️ Building Utilities	Understand the building service systems that support health, safety, comfort, communication, mobility, and efficient building operation.	Communications, Security, and Intelligent Buildings	Building Communication Systems	Building Utilities	ENGINEERING_SCIENCES	New	Architecture, Architectural Engineering, Interior Design	VALID
6	⚙️ Building Utilities	Understand the building service systems that support health, safety, comfort, communication, mobility, and efficient building operation.	Communications, Security, and Intelligent Buildings	Data and Telecommunications Systems	Building Utilities	ENGINEERING_SCIENCES	New	Architecture, Architectural Engineering, Interior Design	VALID
6	⚙️ Building Utilities	Understand the building service systems that support health, safety, comfort, communication, mobility, and efficient building operation.	Communications, Security, and Intelligent Buildings	Security and Access Control Systems	Building Utilities	ENGINEERING_SCIENCES	New	Architecture, Architectural Engineering, Interior Design	VALID
6	⚙️ Building Utilities	Understand the building service systems that support health, safety, comfort, communication, mobility, and efficient building operation.	Communications, Security, and Intelligent Buildings	CCTV Systems	Building Utilities	ENGINEERING_SCIENCES	New	Architecture, Architectural Engineering, Interior Design	VALID
6	⚙️ Building Utilities	Understand the building service systems that support health, safety, comfort, communication, mobility, and efficient building operation.	Communications, Security, and Intelligent Buildings	Building Management Systems	Building Utilities	ENGINEERING_SCIENCES	New	Architecture, Architectural Engineering, Interior Design	VALID
6	⚙️ Building Utilities	Understand the building service systems that support health, safety, comfort, communication, mobility, and efficient building operation.	Communications, Security, and Intelligent Buildings	Intelligent Building Technologies	Building Utilities	ENGINEERING_SCIENCES	New	Architecture, Architectural Engineering, Interior Design	VALID
7	📖 Building Laws and Regulations	Master Philippine building codes, accessibility standards, fire-safety requirements, zoning controls, and other regulations governing architectural design and construction.	National Building Code Fundamentals	General Provisions of the National Building Code of the Philippines	National Building Code	PROFESSIONAL_PRACTICE_AND_REGULATION	Existing	Architecture, Civil Engineering, Interior Design	VALID
7	📖 Building Laws and Regulations	Master Philippine building codes, accessibility standards, fire-safety requirements, zoning controls, and other regulations governing architectural design and construction.	National Building Code Fundamentals	Building Permits under the National Building Code	National Building Code	PROFESSIONAL_PRACTICE_AND_REGULATION	Existing	Architecture, Civil Engineering, Interior Design	VALID
7	📖 Building Laws and Regulations	Master Philippine building codes, accessibility standards, fire-safety requirements, zoning controls, and other regulations governing architectural design and construction.	National Building Code Fundamentals	Occupancy Classifications in the National Building Code	National Building Code	PROFESSIONAL_PRACTICE_AND_REGULATION	Existing	Architecture, Civil Engineering, Interior Design	VALID
7	📖 Building Laws and Regulations	Master Philippine building codes, accessibility standards, fire-safety requirements, zoning controls, and other regulations governing architectural design and construction.	National Building Code Fundamentals	Building Codes and Occupancy Classification	National Building Code	PROFESSIONAL_PRACTICE_AND_REGULATION	Existing	Architecture, Civil Engineering, Interior Design	VALID
7	📖 Building Laws and Regulations	Master Philippine building codes, accessibility standards, fire-safety requirements, zoning controls, and other regulations governing architectural design and construction.	Building Requirements	Minimum Room Sizes in the National Building Code	National Building Code	PROFESSIONAL_PRACTICE_AND_REGULATION	Reuse	Architecture, Civil Engineering, Interior Design	VALID
7	📖 Building Laws and Regulations	Master Philippine building codes, accessibility standards, fire-safety requirements, zoning controls, and other regulations governing architectural design and construction.	Building Requirements	Light and Ventilation Requirements	National Building Code	PROFESSIONAL_PRACTICE_AND_REGULATION	Reuse	Architecture, Civil Engineering, Interior Design	VALID
7	📖 Building Laws and Regulations	Master Philippine building codes, accessibility standards, fire-safety requirements, zoning controls, and other regulations governing architectural design and construction.	Building Requirements	Maximum Building Height Regulations in the National Building Code	National Building Code	PROFESSIONAL_PRACTICE_AND_REGULATION	Reuse	Architecture, Civil Engineering, Interior Design	VALID
7	📖 Building Laws and Regulations	Master Philippine building codes, accessibility standards, fire-safety requirements, zoning controls, and other regulations governing architectural design and construction.	Building Requirements	Regulatory and Structural Constraints on Building Height	National Building Code	PROFESSIONAL_PRACTICE_AND_REGULATION	Reuse	Architecture, Civil Engineering, Interior Design	VALID
7	📖 Building Laws and Regulations	Master Philippine building codes, accessibility standards, fire-safety requirements, zoning controls, and other regulations governing architectural design and construction.	Building Requirements	Parking Requirements in Architectural Design and Urban Planning	National Building Code	PROFESSIONAL_PRACTICE_AND_REGULATION	Reuse	Architecture, Civil Engineering, Interior Design	VALID
7	📖 Building Laws and Regulations	Master Philippine building codes, accessibility standards, fire-safety requirements, zoning controls, and other regulations governing architectural design and construction.	Building Requirements	Stairway Design Standards in Architecture	National Building Code	PROFESSIONAL_PRACTICE_AND_REGULATION	Reuse	Architecture, Civil Engineering, Interior Design	VALID
7	📖 Building Laws and Regulations	Master Philippine building codes, accessibility standards, fire-safety requirements, zoning controls, and other regulations governing architectural design and construction.	Means of Egress and Fire Safety	Means of Egress in Building Design and Safety	National Building Code	PROFESSIONAL_PRACTICE_AND_REGULATION	Existing	Architecture, Civil Engineering, Interior Design	VALID
7	📖 Building Laws and Regulations	Master Philippine building codes, accessibility standards, fire-safety requirements, zoning controls, and other regulations governing architectural design and construction.	Means of Egress and Fire Safety	Fire Safety Requirements	National Building Code	PROFESSIONAL_PRACTICE_AND_REGULATION	Existing	Architecture, Civil Engineering, Interior Design	VALID
7	📖 Building Laws and Regulations	Master Philippine building codes, accessibility standards, fire-safety requirements, zoning controls, and other regulations governing architectural design and construction.	Means of Egress and Fire Safety	Fire Safety, Exits, and Egress Planning	National Building Code	PROFESSIONAL_PRACTICE_AND_REGULATION	Existing	Architecture, Civil Engineering, Interior Design	VALID
7	📖 Building Laws and Regulations	Master Philippine building codes, accessibility standards, fire-safety requirements, zoning controls, and other regulations governing architectural design and construction.	Means of Egress and Fire Safety	Exit Requirements in the National Building Code	National Building Code	PROFESSIONAL_PRACTICE_AND_REGULATION	Existing	Architecture, Civil Engineering, Interior Design	VALID
7	📖 Building Laws and Regulations	Master Philippine building codes, accessibility standards, fire-safety requirements, zoning controls, and other regulations governing architectural design and construction.	Means of Egress and Fire Safety	Exit Width Computation in Building Evacuation Design	National Building Code	PROFESSIONAL_PRACTICE_AND_REGULATION	Reuse	Architecture, Civil Engineering, Interior Design	VALID
7	📖 Building Laws and Regulations	Master Philippine building codes, accessibility standards, fire-safety requirements, zoning controls, and other regulations governing architectural design and construction.	Means of Egress and Fire Safety	Fire Zones in the National Building Code	National Building Code	PROFESSIONAL_PRACTICE_AND_REGULATION	Reuse	Architecture, Civil Engineering, Interior Design	VALID
7	📖 Building Laws and Regulations	Master Philippine building codes, accessibility standards, fire-safety requirements, zoning controls, and other regulations governing architectural design and construction.	Accessibility	Accessibility Requirements in Architectural Design	BP 344	PROFESSIONAL_PRACTICE_AND_REGULATION	Existing	Architecture, Civil Engineering, Interior Design	VALID
7	📖 Building Laws and Regulations	Master Philippine building codes, accessibility standards, fire-safety requirements, zoning controls, and other regulations governing architectural design and construction.	Accessibility	Ramp Slope Standards in Architectural Design	BP 344	PROFESSIONAL_PRACTICE_AND_REGULATION	Existing	Architecture, Civil Engineering, Interior Design	VALID
7	📖 Building Laws and Regulations	Master Philippine building codes, accessibility standards, fire-safety requirements, zoning controls, and other regulations governing architectural design and construction.	Accessibility	Design Principles and Standards for Accessible Toilets in Architecture	BP 344	PROFESSIONAL_PRACTICE_AND_REGULATION	Reuse	Architecture, Civil Engineering, Interior Design	VALID
7	📖 Building Laws and Regulations	Master Philippine building codes, accessibility standards, fire-safety requirements, zoning controls, and other regulations governing architectural design and construction.	Accessibility	Parking Requirements for Persons with Disabilities in Architectural Design	BP 344	PROFESSIONAL_PRACTICE_AND_REGULATION	Reuse	Architecture, Civil Engineering, Interior Design	VALID
7	📖 Building Laws and Regulations	Master Philippine building codes, accessibility standards, fire-safety requirements, zoning controls, and other regulations governing architectural design and construction.	Site and Development Regulations	Building Setbacks and Easements	National Building Code	PROFESSIONAL_PRACTICE_AND_REGULATION	Existing	Architecture, Civil Engineering, Interior Design	VALID
7	📖 Building Laws and Regulations	Master Philippine building codes, accessibility standards, fire-safety requirements, zoning controls, and other regulations governing architectural design and construction.	Site and Development Regulations	Zoning Regulations and Land Use Planning	National Building Code	PROFESSIONAL_PRACTICE_AND_REGULATION	Reuse	Architecture, Civil Engineering, Interior Design	VALID
7	📖 Building Laws and Regulations	Master Philippine building codes, accessibility standards, fire-safety requirements, zoning controls, and other regulations governing architectural design and construction.	Site and Development Regulations	Development Controls and Building Regulations	National Building Code	PROFESSIONAL_PRACTICE_AND_REGULATION	New	Architecture, Civil Engineering, Interior Design	VALID
7	📖 Building Laws and Regulations	Master Philippine building codes, accessibility standards, fire-safety requirements, zoning controls, and other regulations governing architectural design and construction.	Site and Development Regulations	Easements and Rights-of-Way	National Building Code	PROFESSIONAL_PRACTICE_AND_REGULATION	New	Architecture, Civil Engineering, Interior Design	VALID
7	📖 Building Laws and Regulations	Master Philippine building codes, accessibility standards, fire-safety requirements, zoning controls, and other regulations governing architectural design and construction.	Site and Development Regulations	Zoning and Locational Regulations	Building Laws and Regulations	PROFESSIONAL_PRACTICE_AND_REGULATION	New	Architecture, Civil Engineering, Interior Design	VALID
7	📖 Building Laws and Regulations	Master Philippine building codes, accessibility standards, fire-safety requirements, zoning controls, and other regulations governing architectural design and construction.	Other Philippine Building Laws and Codes	Fire Code of the Philippines	Fire Code of the Philippines	PROFESSIONAL_PRACTICE_AND_REGULATION	New	Architecture, Civil Engineering, Interior Design	VALID
7	📖 Building Laws and Regulations	Master Philippine building codes, accessibility standards, fire-safety requirements, zoning controls, and other regulations governing architectural design and construction.	Other Philippine Building Laws and Codes	Philippine Green Building Code	Philippine Green Building Code	PROFESSIONAL_PRACTICE_AND_REGULATION	New	Architecture, Civil Engineering, Interior Design	VALID
7	📖 Building Laws and Regulations	Master Philippine building codes, accessibility standards, fire-safety requirements, zoning controls, and other regulations governing architectural design and construction.	Other Philippine Building Laws and Codes	Philippine Electrical Code for Architects	Building Laws and Regulations	PROFESSIONAL_PRACTICE_AND_REGULATION	New	Architecture, Civil Engineering, Interior Design	VALID
7	📖 Building Laws and Regulations	Master Philippine building codes, accessibility standards, fire-safety requirements, zoning controls, and other regulations governing architectural design and construction.	Other Philippine Building Laws and Codes	National Plumbing Code for Architects	Building Laws and Regulations	PROFESSIONAL_PRACTICE_AND_REGULATION	New	Architecture, Civil Engineering, Interior Design	VALID
7	📖 Building Laws and Regulations	Master Philippine building codes, accessibility standards, fire-safety requirements, zoning controls, and other regulations governing architectural design and construction.	Other Philippine Building Laws and Codes	Sanitation Code Provisions for Buildings	Building Laws and Regulations	PROFESSIONAL_PRACTICE_AND_REGULATION	New	Architecture, Civil Engineering, Interior Design	VALID
7	📖 Building Laws and Regulations	Master Philippine building codes, accessibility standards, fire-safety requirements, zoning controls, and other regulations governing architectural design and construction.	Other Philippine Building Laws and Codes	Housing and Subdivision Regulations	Building Laws and Regulations	PROFESSIONAL_PRACTICE_AND_REGULATION	New	Architecture, Civil Engineering, Interior Design	VALID
8	⚖️ Architectural Practice	Master the laws, ethics, standards, contracts, services, project administration, and business responsibilities governing architectural practice in the Philippines.	Architecture Profession and RA 9266	Republic Act No. 9266 — Architecture Act of 2004	Professional Practice	PROFESSIONAL_PRACTICE_AND_REGULATION	Reuse	Architecture	VALID
8	⚖️ Architectural Practice	Master the laws, ethics, standards, contracts, services, project administration, and business responsibilities governing architectural practice in the Philippines.	Architecture Profession and RA 9266	Scope and Key Provisions of the Architecture Act of 2004	Professional Practice	PROFESSIONAL_PRACTICE_AND_REGULATION	New	Architecture	VALID
8	⚖️ Architectural Practice	Master the laws, ethics, standards, contracts, services, project administration, and business responsibilities governing architectural practice in the Philippines.	Architecture Profession and RA 9266	Registration and Licensure of Architects	Professional Practice	PROFESSIONAL_PRACTICE_AND_REGULATION	New	Architecture	VALID
8	⚖️ Architectural Practice	Master the laws, ethics, standards, contracts, services, project administration, and business responsibilities governing architectural practice in the Philippines.	Architecture Profession and RA 9266	Scope of Architectural Practice	Professional Practice	PROFESSIONAL_PRACTICE_AND_REGULATION	New	Architecture	VALID
8	⚖️ Architectural Practice	Master the laws, ethics, standards, contracts, services, project administration, and business responsibilities governing architectural practice in the Philippines.	Architecture Profession and RA 9266	Rights and Responsibilities of Architects	Professional Practice	PROFESSIONAL_PRACTICE_AND_REGULATION	New	Architecture	VALID
8	⚖️ Architectural Practice	Master the laws, ethics, standards, contracts, services, project administration, and business responsibilities governing architectural practice in the Philippines.	Architecture Profession and RA 9266	Professional Organization of Architects	Professional Practice	PROFESSIONAL_PRACTICE_AND_REGULATION	New	Architecture	VALID
