plan_no	subject_plan	plan_description	section	note_title	note_subject	domain_context	status
5	💧 Water Resources Engineering	Study fluid behavior, hydraulics, hydrologic processes, water supply, treatment, drainage, and hydraulic structures used in the planning and design of civil engineering water systems.	Hydrologic Processes	Surface Runoff	Hydrology	CIVIL_ENGINEERING	Unmapped
5	💧 Water Resources Engineering	Study fluid behavior, hydraulics, hydrologic processes, water supply, treatment, drainage, and hydraulic structures used in the planning and design of civil engineering water systems.	Hydrologic Processes	Watershed Analysis	Hydrology	CIVIL_ENGINEERING	Unmapped
5	💧 Water Resources Engineering	Study fluid behavior, hydraulics, hydrologic processes, water supply, treatment, drainage, and hydraulic structures used in the planning and design of civil engineering water systems.	Hydrographs, Floods, and Routing	Hydrographs	Hydrology	CIVIL_ENGINEERING	Unmapped
5	💧 Water Resources Engineering	Study fluid behavior, hydraulics, hydrologic processes, water supply, treatment, drainage, and hydraulic structures used in the planning and design of civil engineering water systems.	Hydrographs, Floods, and Routing	Flood Routing	Hydrology	CIVIL_ENGINEERING	Unmapped
5	💧 Water Resources Engineering	Study fluid behavior, hydraulics, hydrologic processes, water supply, treatment, drainage, and hydraulic structures used in the planning and design of civil engineering water systems.	Hydrographs, Floods, and Routing	Frequency Analysis	Hydrology	CIVIL_ENGINEERING	Unmapped
5	💧 Water Resources Engineering	Study fluid behavior, hydraulics, hydrologic processes, water supply, treatment, drainage, and hydraulic structures used in the planning and design of civil engineering water systems.	Hydrographs, Floods, and Routing	Reservoir Routing	Hydrology	CIVIL_ENGINEERING	Unmapped
5	💧 Water Resources Engineering	Study fluid behavior, hydraulics, hydrologic processes, water supply, treatment, drainage, and hydraulic structures used in the planning and design of civil engineering water systems.	Water Supply Systems	Sources of Water Supply	Water Supply Engineering	CIVIL_ENGINEERING	Unmapped
5	💧 Water Resources Engineering	Study fluid behavior, hydraulics, hydrologic processes, water supply, treatment, drainage, and hydraulic structures used in the planning and design of civil engineering water systems.	Water Supply Systems	Water Demand Estimation	Water Supply Engineering	CIVIL_ENGINEERING	Unmapped
5	💧 Water Resources Engineering	Study fluid behavior, hydraulics, hydrologic processes, water supply, treatment, drainage, and hydraulic structures used in the planning and design of civil engineering water systems.	Water Supply Systems	Water Distribution Systems	Water Supply Engineering	CIVIL_ENGINEERING	Unmapped
5	💧 Water Resources Engineering	Study fluid behavior, hydraulics, hydrologic processes, water supply, treatment, drainage, and hydraulic structures used in the planning and design of civil engineering water systems.	Water Supply Systems	Water Storage Facilities	Water Supply Engineering	CIVIL_ENGINEERING	Unmapped
5	💧 Water Resources Engineering	Study fluid behavior, hydraulics, hydrologic processes, water supply, treatment, drainage, and hydraulic structures used in the planning and design of civil engineering water systems.	Water Supply Systems	Pumping Stations	Water Supply Engineering	CIVIL_ENGINEERING	Unmapped
5	💧 Water Resources Engineering	Study fluid behavior, hydraulics, hydrologic processes, water supply, treatment, drainage, and hydraulic structures used in the planning and design of civil engineering water systems.	Water Supply Systems	Groundwater Systems	Water Supply Engineering	CIVIL_ENGINEERING	Unmapped
5	💧 Water Resources Engineering	Study fluid behavior, hydraulics, hydrologic processes, water supply, treatment, drainage, and hydraulic structures used in the planning and design of civil engineering water systems.	Water Supply Systems	Wells and Aquifers	Water Supply Engineering	CIVIL_ENGINEERING	Unmapped
5	💧 Water Resources Engineering	Study fluid behavior, hydraulics, hydrologic processes, water supply, treatment, drainage, and hydraulic structures used in the planning and design of civil engineering water systems.	Water Treatment	Water Quality Parameters	Water Treatment	CIVIL_ENGINEERING	Unmapped
5	💧 Water Resources Engineering	Study fluid behavior, hydraulics, hydrologic processes, water supply, treatment, drainage, and hydraulic structures used in the planning and design of civil engineering water systems.	Water Treatment	Coagulation and Flocculation	Water Treatment	CIVIL_ENGINEERING	Unmapped
5	💧 Water Resources Engineering	Study fluid behavior, hydraulics, hydrologic processes, water supply, treatment, drainage, and hydraulic structures used in the planning and design of civil engineering water systems.	Water Treatment	Sedimentation	Water Treatment	CIVIL_ENGINEERING	Unmapped
5	💧 Water Resources Engineering	Study fluid behavior, hydraulics, hydrologic processes, water supply, treatment, drainage, and hydraulic structures used in the planning and design of civil engineering water systems.	Water Treatment	Filtration	Water Treatment	CIVIL_ENGINEERING	Unmapped
5	💧 Water Resources Engineering	Study fluid behavior, hydraulics, hydrologic processes, water supply, treatment, drainage, and hydraulic structures used in the planning and design of civil engineering water systems.	Water Treatment	Disinfection	Water Treatment	CIVIL_ENGINEERING	Unmapped
5	💧 Water Resources Engineering	Study fluid behavior, hydraulics, hydrologic processes, water supply, treatment, drainage, and hydraulic structures used in the planning and design of civil engineering water systems.	Water Treatment	Water Treatment Plant Components	Water Treatment	CIVIL_ENGINEERING	Unmapped
5	💧 Water Resources Engineering	Study fluid behavior, hydraulics, hydrologic processes, water supply, treatment, drainage, and hydraulic structures used in the planning and design of civil engineering water systems.	Drainage Engineering	Stormwater Drainage Systems	Drainage Engineering	CIVIL_ENGINEERING	Unmapped
5	💧 Water Resources Engineering	Study fluid behavior, hydraulics, hydrologic processes, water supply, treatment, drainage, and hydraulic structures used in the planning and design of civil engineering water systems.	Drainage Engineering	Urban Drainage Design	Drainage Engineering	CIVIL_ENGINEERING	Unmapped
5	💧 Water Resources Engineering	Study fluid behavior, hydraulics, hydrologic processes, water supply, treatment, drainage, and hydraulic structures used in the planning and design of civil engineering water systems.	Drainage Engineering	Culverts	Drainage Engineering	CIVIL_ENGINEERING	Unmapped
5	💧 Water Resources Engineering	Study fluid behavior, hydraulics, hydrologic processes, water supply, treatment, drainage, and hydraulic structures used in the planning and design of civil engineering water systems.	Drainage Engineering	Storm Sewers	Drainage Engineering	CIVIL_ENGINEERING	Unmapped
5	💧 Water Resources Engineering	Study fluid behavior, hydraulics, hydrologic processes, water supply, treatment, drainage, and hydraulic structures used in the planning and design of civil engineering water systems.	Drainage Engineering	Flood Control Systems	Drainage Engineering	CIVIL_ENGINEERING	Unmapped
5	💧 Water Resources Engineering	Study fluid behavior, hydraulics, hydrologic processes, water supply, treatment, drainage, and hydraulic structures used in the planning and design of civil engineering water systems.	Hydraulic Structures	Dams	Hydraulic Structures	CIVIL_ENGINEERING	Unmapped
5	💧 Water Resources Engineering	Study fluid behavior, hydraulics, hydrologic processes, water supply, treatment, drainage, and hydraulic structures used in the planning and design of civil engineering water systems.	Hydraulic Structures	Spillways	Hydraulic Structures	CIVIL_ENGINEERING	Unmapped
5	💧 Water Resources Engineering	Study fluid behavior, hydraulics, hydrologic processes, water supply, treatment, drainage, and hydraulic structures used in the planning and design of civil engineering water systems.	Hydraulic Structures	Weirs	Hydraulic Structures	CIVIL_ENGINEERING	Unmapped
5	💧 Water Resources Engineering	Study fluid behavior, hydraulics, hydrologic processes, water supply, treatment, drainage, and hydraulic structures used in the planning and design of civil engineering water systems.	Hydraulic Structures	Reservoirs	Hydraulic Structures	CIVIL_ENGINEERING	Unmapped
5	💧 Water Resources Engineering	Study fluid behavior, hydraulics, hydrologic processes, water supply, treatment, drainage, and hydraulic structures used in the planning and design of civil engineering water systems.	Hydraulic Structures	Irrigation Canals	Hydraulic Structures	CIVIL_ENGINEERING	Unmapped
5	💧 Water Resources Engineering	Study fluid behavior, hydraulics, hydrologic processes, water supply, treatment, drainage, and hydraulic structures used in the planning and design of civil engineering water systems.	Hydraulic Structures	Diversion Structures	Hydraulic Structures	CIVIL_ENGINEERING	Unmapped
6	🚧 Transportation Engineering	Understand the planning, design, operation, and maintenance of transportation systems including highways, traffic facilities, pavements, railways, airports, ports, and multimodal transport networks.	Highway Planning and Geometric Design	Highway Planning	Highway Engineering	CIVIL_ENGINEERING	Unmapped
6	🚧 Transportation Engineering	Understand the planning, design, operation, and maintenance of transportation systems including highways, traffic facilities, pavements, railways, airports, ports, and multimodal transport networks.	Highway Planning and Geometric Design	Highway Classification	Highway Engineering	CIVIL_ENGINEERING	Unmapped
6	🚧 Transportation Engineering	Understand the planning, design, operation, and maintenance of transportation systems including highways, traffic facilities, pavements, railways, airports, ports, and multimodal transport networks.	Highway Planning and Geometric Design	Highway Alignment	Highway Engineering	CIVIL_ENGINEERING	Unmapped
6	🚧 Transportation Engineering	Understand the planning, design, operation, and maintenance of transportation systems including highways, traffic facilities, pavements, railways, airports, ports, and multimodal transport networks.	Highway Planning and Geometric Design	Geometric Design of Highways	Highway Engineering	CIVIL_ENGINEERING	Unmapped
6	🚧 Transportation Engineering	Understand the planning, design, operation, and maintenance of transportation systems including highways, traffic facilities, pavements, railways, airports, ports, and multimodal transport networks.	Highway Planning and Geometric Design	Horizontal Curves	Highway Engineering	CIVIL_ENGINEERING	Unmapped
6	🚧 Transportation Engineering	Understand the planning, design, operation, and maintenance of transportation systems including highways, traffic facilities, pavements, railways, airports, ports, and multimodal transport networks.	Highway Planning and Geometric Design	Vertical Curves	Highway Engineering	CIVIL_ENGINEERING	Unmapped
6	🚧 Transportation Engineering	Understand the planning, design, operation, and maintenance of transportation systems including highways, traffic facilities, pavements, railways, airports, ports, and multimodal transport networks.	Highway Planning and Geometric Design	Sight Distance	Highway Engineering	CIVIL_ENGINEERING	Unmapped
6	🚧 Transportation Engineering	Understand the planning, design, operation, and maintenance of transportation systems including highways, traffic facilities, pavements, railways, airports, ports, and multimodal transport networks.	Highway Planning and Geometric Design	Superelevation	Highway Engineering	CIVIL_ENGINEERING	Unmapped
6	🚧 Transportation Engineering	Understand the planning, design, operation, and maintenance of transportation systems including highways, traffic facilities, pavements, railways, airports, ports, and multimodal transport networks.	Highway Planning and Geometric Design	Highway Cross Sections	Highway Engineering	CIVIL_ENGINEERING	Unmapped
6	🚧 Transportation Engineering	Understand the planning, design, operation, and maintenance of transportation systems including highways, traffic facilities, pavements, railways, airports, ports, and multimodal transport networks.	Highway Planning and Geometric Design	Intersections	Highway Engineering	CIVIL_ENGINEERING	Unmapped
6	🚧 Transportation Engineering	Understand the planning, design, operation, and maintenance of transportation systems including highways, traffic facilities, pavements, railways, airports, ports, and multimodal transport networks.	Highway Planning and Geometric Design	Highway Drainage	Highway Engineering	CIVIL_ENGINEERING	Unmapped
6	🚧 Transportation Engineering	Understand the planning, design, operation, and maintenance of transportation systems including highways, traffic facilities, pavements, railways, airports, ports, and multimodal transport networks.	Traffic Studies and Flow	Traffic Characteristics	Traffic Engineering	CIVIL_ENGINEERING	Unmapped
6	🚧 Transportation Engineering	Understand the planning, design, operation, and maintenance of transportation systems including highways, traffic facilities, pavements, railways, airports, ports, and multimodal transport networks.	Traffic Studies and Flow	Traffic Volume Studies	Traffic Engineering	CIVIL_ENGINEERING	Unmapped
6	🚧 Transportation Engineering	Understand the planning, design, operation, and maintenance of transportation systems including highways, traffic facilities, pavements, railways, airports, ports, and multimodal transport networks.	Traffic Studies and Flow	Speed Studies	Traffic Engineering	CIVIL_ENGINEERING	Unmapped
6	🚧 Transportation Engineering	Understand the planning, design, operation, and maintenance of transportation systems including highways, traffic facilities, pavements, railways, airports, ports, and multimodal transport networks.	Traffic Studies and Flow	Travel Time and Delay Studies	Traffic Engineering	CIVIL_ENGINEERING	Unmapped
6	🚧 Transportation Engineering	Understand the planning, design, operation, and maintenance of transportation systems including highways, traffic facilities, pavements, railways, airports, ports, and multimodal transport networks.	Traffic Studies and Flow	Traffic Flow Fundamentals	Traffic Engineering	CIVIL_ENGINEERING	Unmapped
6	🚧 Transportation Engineering	Understand the planning, design, operation, and maintenance of transportation systems including highways, traffic facilities, pavements, railways, airports, ports, and multimodal transport networks.	Traffic Studies and Flow	Highway Capacity Analysis	Traffic Engineering	CIVIL_ENGINEERING	Unmapped
6	🚧 Transportation Engineering	Understand the planning, design, operation, and maintenance of transportation systems including highways, traffic facilities, pavements, railways, airports, ports, and multimodal transport networks.	Traffic Studies and Flow	Level of Service	Traffic Engineering	CIVIL_ENGINEERING	Unmapped
6	🚧 Transportation Engineering	Understand the planning, design, operation, and maintenance of transportation systems including highways, traffic facilities, pavements, railways, airports, ports, and multimodal transport networks.	Traffic Control and Safety	Traffic Control Devices	Traffic Engineering	CIVIL_ENGINEERING	Unmapped
6	🚧 Transportation Engineering	Understand the planning, design, operation, and maintenance of transportation systems including highways, traffic facilities, pavements, railways, airports, ports, and multimodal transport networks.	Traffic Control and Safety	Traffic Signals	Traffic Engineering	CIVIL_ENGINEERING	Unmapped
6	🚧 Transportation Engineering	Understand the planning, design, operation, and maintenance of transportation systems including highways, traffic facilities, pavements, railways, airports, ports, and multimodal transport networks.	Traffic Control and Safety	Signalized Intersections	Traffic Engineering	CIVIL_ENGINEERING	Unmapped
6	🚧 Transportation Engineering	Understand the planning, design, operation, and maintenance of transportation systems including highways, traffic facilities, pavements, railways, airports, ports, and multimodal transport networks.	Traffic Control and Safety	Parking Studies	Traffic Engineering	CIVIL_ENGINEERING	Unmapped
6	🚧 Transportation Engineering	Understand the planning, design, operation, and maintenance of transportation systems including highways, traffic facilities, pavements, railways, airports, ports, and multimodal transport networks.	Traffic Control and Safety	Road Safety Engineering	Traffic Engineering	CIVIL_ENGINEERING	Unmapped
6	🚧 Transportation Engineering	Understand the planning, design, operation, and maintenance of transportation systems including highways, traffic facilities, pavements, railways, airports, ports, and multimodal transport networks.	Pavement Engineering	Pavement Materials	Pavement Engineering	CIVIL_ENGINEERING	Unmapped
6	🚧 Transportation Engineering	Understand the planning, design, operation, and maintenance of transportation systems including highways, traffic facilities, pavements, railways, airports, ports, and multimodal transport networks.	Pavement Engineering	Flexible Pavements	Pavement Engineering	CIVIL_ENGINEERING	Unmapped
6	🚧 Transportation Engineering	Understand the planning, design, operation, and maintenance of transportation systems including highways, traffic facilities, pavements, railways, airports, ports, and multimodal transport networks.	Pavement Engineering	Rigid Pavements	Pavement Engineering	CIVIL_ENGINEERING	Unmapped
6	🚧 Transportation Engineering	Understand the planning, design, operation, and maintenance of transportation systems including highways, traffic facilities, pavements, railways, airports, ports, and multimodal transport networks.	Pavement Engineering	Flexible Pavement Design	Pavement Engineering	CIVIL_ENGINEERING	Unmapped
6	🚧 Transportation Engineering	Understand the planning, design, operation, and maintenance of transportation systems including highways, traffic facilities, pavements, railways, airports, ports, and multimodal transport networks.	Pavement Engineering	Rigid Pavement Design	Pavement Engineering	CIVIL_ENGINEERING	Unmapped
6	🚧 Transportation Engineering	Understand the planning, design, operation, and maintenance of transportation systems including highways, traffic facilities, pavements, railways, airports, ports, and multimodal transport networks.	Pavement Engineering	Pavement Distress	Pavement Engineering	CIVIL_ENGINEERING	Unmapped
6	🚧 Transportation Engineering	Understand the planning, design, operation, and maintenance of transportation systems including highways, traffic facilities, pavements, railways, airports, ports, and multimodal transport networks.	Pavement Engineering	Pavement Evaluation	Pavement Engineering	CIVIL_ENGINEERING	Unmapped
6	🚧 Transportation Engineering	Understand the planning, design, operation, and maintenance of transportation systems including highways, traffic facilities, pavements, railways, airports, ports, and multimodal transport networks.	Pavement Engineering	Pavement Maintenance and Rehabilitation	Pavement Engineering	CIVIL_ENGINEERING	Unmapped
6	🚧 Transportation Engineering	Understand the planning, design, operation, and maintenance of transportation systems including highways, traffic facilities, pavements, railways, airports, ports, and multimodal transport networks.	Airport Engineering	Airport Planning	Airport Engineering	CIVIL_ENGINEERING	Unmapped
6	🚧 Transportation Engineering	Understand the planning, design, operation, and maintenance of transportation systems including highways, traffic facilities, pavements, railways, airports, ports, and multimodal transport networks.	Airport Engineering	Airport Site Selection	Airport Engineering	CIVIL_ENGINEERING	Unmapped
6	🚧 Transportation Engineering	Understand the planning, design, operation, and maintenance of transportation systems including highways, traffic facilities, pavements, railways, airports, ports, and multimodal transport networks.	Airport Engineering	Runway Orientation	Airport Engineering	CIVIL_ENGINEERING	Unmapped
6	🚧 Transportation Engineering	Understand the planning, design, operation, and maintenance of transportation systems including highways, traffic facilities, pavements, railways, airports, ports, and multimodal transport networks.	Airport Engineering	Runway Design	Airport Engineering	CIVIL_ENGINEERING	Unmapped
6	🚧 Transportation Engineering	Understand the planning, design, operation, and maintenance of transportation systems including highways, traffic facilities, pavements, railways, airports, ports, and multimodal transport networks.	Airport Engineering	Taxiways	Airport Engineering	CIVIL_ENGINEERING	Unmapped
6	🚧 Transportation Engineering	Understand the planning, design, operation, and maintenance of transportation systems including highways, traffic facilities, pavements, railways, airports, ports, and multimodal transport networks.	Airport Engineering	Airport Layout	Airport Engineering	CIVIL_ENGINEERING	Unmapped
6	🚧 Transportation Engineering	Understand the planning, design, operation, and maintenance of transportation systems including highways, traffic facilities, pavements, railways, airports, ports, and multimodal transport networks.	Airport Engineering	Airfield Pavements	Airport Engineering	CIVIL_ENGINEERING	Unmapped
6	🚧 Transportation Engineering	Understand the planning, design, operation, and maintenance of transportation systems including highways, traffic facilities, pavements, railways, airports, ports, and multimodal transport networks.	Railway Engineering	Railway Components	Railway Engineering	CIVIL_ENGINEERING	Unmapped
6	🚧 Transportation Engineering	Understand the planning, design, operation, and maintenance of transportation systems including highways, traffic facilities, pavements, railways, airports, ports, and multimodal transport networks.	Railway Engineering	Railway Gauges	Railway Engineering	CIVIL_ENGINEERING	Unmapped
6	🚧 Transportation Engineering	Understand the planning, design, operation, and maintenance of transportation systems including highways, traffic facilities, pavements, railways, airports, ports, and multimodal transport networks.	Railway Engineering	Railway Alignment	Railway Engineering	CIVIL_ENGINEERING	Unmapped
6	🚧 Transportation Engineering	Understand the planning, design, operation, and maintenance of transportation systems including highways, traffic facilities, pavements, railways, airports, ports, and multimodal transport networks.	Railway Engineering	Track Geometry	Railway Engineering	CIVIL_ENGINEERING	Unmapped
6	🚧 Transportation Engineering	Understand the planning, design, operation, and maintenance of transportation systems including highways, traffic facilities, pavements, railways, airports, ports, and multimodal transport networks.	Railway Engineering	Railway Track Design	Railway Engineering	CIVIL_ENGINEERING	Unmapped
6	🚧 Transportation Engineering	Understand the planning, design, operation, and maintenance of transportation systems including highways, traffic facilities, pavements, railways, airports, ports, and multimodal transport networks.	Railway Engineering	Railway Operations	Railway Engineering	CIVIL_ENGINEERING	Unmapped
6	🚧 Transportation Engineering	Understand the planning, design, operation, and maintenance of transportation systems including highways, traffic facilities, pavements, railways, airports, ports, and multimodal transport networks.	Port and Harbor Engineering	Port and Harbor Planning	Port and Harbor Engineering	CIVIL_ENGINEERING	Unmapped
6	🚧 Transportation Engineering	Understand the planning, design, operation, and maintenance of transportation systems including highways, traffic facilities, pavements, railways, airports, ports, and multimodal transport networks.	Port and Harbor Engineering	Harbor Structures	Port and Harbor Engineering	CIVIL_ENGINEERING	Unmapped
6	🚧 Transportation Engineering	Understand the planning, design, operation, and maintenance of transportation systems including highways, traffic facilities, pavements, railways, airports, ports, and multimodal transport networks.	Port and Harbor Engineering	Breakwaters	Port and Harbor Engineering	CIVIL_ENGINEERING	Unmapped
6	🚧 Transportation Engineering	Understand the planning, design, operation, and maintenance of transportation systems including highways, traffic facilities, pavements, railways, airports, ports, and multimodal transport networks.	Port and Harbor Engineering	Wharves and Piers	Port and Harbor Engineering	CIVIL_ENGINEERING	Unmapped
6	🚧 Transportation Engineering	Understand the planning, design, operation, and maintenance of transportation systems including highways, traffic facilities, pavements, railways, airports, ports, and multimodal transport networks.	Port and Harbor Engineering	Navigation Channels	Port and Harbor Engineering	CIVIL_ENGINEERING	Unmapped
6	🚧 Transportation Engineering	Understand the planning, design, operation, and maintenance of transportation systems including highways, traffic facilities, pavements, railways, airports, ports, and multimodal transport networks.	Transportation Planning	Transportation Systems	Transportation Planning	CIVIL_ENGINEERING	Unmapped
6	🚧 Transportation Engineering	Understand the planning, design, operation, and maintenance of transportation systems including highways, traffic facilities, pavements, railways, airports, ports, and multimodal transport networks.	Transportation Planning	Transportation Surveys	Transportation Planning	CIVIL_ENGINEERING	Unmapped
6	🚧 Transportation Engineering	Understand the planning, design, operation, and maintenance of transportation systems including highways, traffic facilities, pavements, railways, airports, ports, and multimodal transport networks.	Transportation Planning	Travel Demand Forecasting	Transportation Planning	CIVIL_ENGINEERING	Unmapped
6	🚧 Transportation Engineering	Understand the planning, design, operation, and maintenance of transportation systems including highways, traffic facilities, pavements, railways, airports, ports, and multimodal transport networks.	Transportation Planning	Trip Generation	Transportation Planning	CIVIL_ENGINEERING	Unmapped
6	🚧 Transportation Engineering	Understand the planning, design, operation, and maintenance of transportation systems including highways, traffic facilities, pavements, railways, airports, ports, and multimodal transport networks.	Transportation Planning	Trip Distribution	Transportation Planning	CIVIL_ENGINEERING	Unmapped
6	🚧 Transportation Engineering	Understand the planning, design, operation, and maintenance of transportation systems including highways, traffic facilities, pavements, railways, airports, ports, and multimodal transport networks.	Transportation Planning	Modal Split	Transportation Planning	CIVIL_ENGINEERING	Unmapped
6	🚧 Transportation Engineering	Understand the planning, design, operation, and maintenance of transportation systems including highways, traffic facilities, pavements, railways, airports, ports, and multimodal transport networks.	Transportation Planning	Traffic Assignment	Transportation Planning	CIVIL_ENGINEERING	Unmapped
6	🚧 Transportation Engineering	Understand the planning, design, operation, and maintenance of transportation systems including highways, traffic facilities, pavements, railways, airports, ports, and multimodal transport networks.	Transportation Planning	Public Transportation	Transportation Planning	CIVIL_ENGINEERING	Unmapped
6	🚧 Transportation Engineering	Understand the planning, design, operation, and maintenance of transportation systems including highways, traffic facilities, pavements, railways, airports, ports, and multimodal transport networks.	Transportation Planning	Sustainable Transportation	Transportation Planning	CIVIL_ENGINEERING	Unmapped
6	🚧 Transportation Engineering	Understand the planning, design, operation, and maintenance of transportation systems including highways, traffic facilities, pavements, railways, airports, ports, and multimodal transport networks.	Transportation Planning	Intelligent Transportation Systems	Transportation Planning	CIVIL_ENGINEERING	Unmapped
7	🏢 Construction Engineering and Management	Develop practical knowledge of construction planning, scheduling, estimating, project management, safety, materials, quality control, and the coordination of construction activities.	Construction Planning	Construction Project Lifecycle	Construction Management	CIVIL_ENGINEERING	Unmapped
7	🏢 Construction Engineering and Management	Develop practical knowledge of construction planning, scheduling, estimating, project management, safety, materials, quality control, and the coordination of construction activities.	Construction Planning	Construction Planning Process	Construction Management	CIVIL_ENGINEERING	Unmapped
7	🏢 Construction Engineering and Management	Develop practical knowledge of construction planning, scheduling, estimating, project management, safety, materials, quality control, and the coordination of construction activities.	Construction Planning	Work Breakdown Structure	Construction Management	CIVIL_ENGINEERING	Unmapped
7	🏢 Construction Engineering and Management	Develop practical knowledge of construction planning, scheduling, estimating, project management, safety, materials, quality control, and the coordination of construction activities.	Construction Planning	Construction Methods	Construction Management	CIVIL_ENGINEERING	Unmapped
7	🏢 Construction Engineering and Management	Develop practical knowledge of construction planning, scheduling, estimating, project management, safety, materials, quality control, and the coordination of construction activities.	Construction Planning	Resource Planning	Construction Management	CIVIL_ENGINEERING	Unmapped
7	🏢 Construction Engineering and Management	Develop practical knowledge of construction planning, scheduling, estimating, project management, safety, materials, quality control, and the coordination of construction activities.	Construction Planning	Site Organization	Construction Management	CIVIL_ENGINEERING	Unmapped
7	🏢 Construction Engineering and Management	Develop practical knowledge of construction planning, scheduling, estimating, project management, safety, materials, quality control, and the coordination of construction activities.	Construction Planning	Construction Productivity	Construction Management	CIVIL_ENGINEERING	Unmapped
7	🏢 Construction Engineering and Management	Develop practical knowledge of construction planning, scheduling, estimating, project management, safety, materials, quality control, and the coordination of construction activities.	Construction Scheduling	Fundamentals of Project Scheduling	Construction Scheduling	CIVIL_ENGINEERING	Unmapped
7	🏢 Construction Engineering and Management	Develop practical knowledge of construction planning, scheduling, estimating, project management, safety, materials, quality control, and the coordination of construction activities.	Construction Scheduling	Activity Networks	Construction Scheduling	CIVIL_ENGINEERING	Unmapped
7	🏢 Construction Engineering and Management	Develop practical knowledge of construction planning, scheduling, estimating, project management, safety, materials, quality control, and the coordination of construction activities.	Construction Scheduling	Critical Path Method	Construction Scheduling	CIVIL_ENGINEERING	Unmapped
7	🏢 Construction Engineering and Management	Develop practical knowledge of construction planning, scheduling, estimating, project management, safety, materials, quality control, and the coordination of construction activities.	Construction Scheduling	Program Evaluation and Review Technique	Construction Scheduling	CIVIL_ENGINEERING	Unmapped
7	🏢 Construction Engineering and Management	Develop practical knowledge of construction planning, scheduling, estimating, project management, safety, materials, quality control, and the coordination of construction activities.	Construction Scheduling	Gantt Charts	Construction Scheduling	CIVIL_ENGINEERING	Unmapped
7	🏢 Construction Engineering and Management	Develop practical knowledge of construction planning, scheduling, estimating, project management, safety, materials, quality control, and the coordination of construction activities.	Construction Scheduling	Resource Scheduling	Construction Scheduling	CIVIL_ENGINEERING	Unmapped
7	🏢 Construction Engineering and Management	Develop practical knowledge of construction planning, scheduling, estimating, project management, safety, materials, quality control, and the coordination of construction activities.	Construction Scheduling	Resource Leveling	Construction Scheduling	CIVIL_ENGINEERING	Unmapped
7	🏢 Construction Engineering and Management	Develop practical knowledge of construction planning, scheduling, estimating, project management, safety, materials, quality control, and the coordination of construction activities.	Construction Scheduling	Project Monitoring and Schedule Control	Construction Scheduling	CIVIL_ENGINEERING	Unmapped
7	🏢 Construction Engineering and Management	Develop practical knowledge of construction planning, scheduling, estimating, project management, safety, materials, quality control, and the coordination of construction activities.	Construction Scheduling	Earned Value Fundamentals	Construction Scheduling	CIVIL_ENGINEERING	Unmapped
7	🏢 Construction Engineering and Management	Develop practical knowledge of construction planning, scheduling, estimating, project management, safety, materials, quality control, and the coordination of construction activities.	Construction Cost Engineering	Quantity Takeoff	Construction Cost Engineering	CIVIL_ENGINEERING	Unmapped
7	🏢 Construction Engineering and Management	Develop practical knowledge of construction planning, scheduling, estimating, project management, safety, materials, quality control, and the coordination of construction activities.	Construction Cost Engineering	Construction Cost Estimation	Construction Cost Engineering	CIVIL_ENGINEERING	Unmapped
7	🏢 Construction Engineering and Management	Develop practical knowledge of construction planning, scheduling, estimating, project management, safety, materials, quality control, and the coordination of construction activities.	Construction Cost Engineering	Unit Cost Analysis	Construction Cost Engineering	CIVIL_ENGINEERING	Unmapped
7	🏢 Construction Engineering and Management	Develop practical knowledge of construction planning, scheduling, estimating, project management, safety, materials, quality control, and the coordination of construction activities.	Construction Cost Engineering	Direct and Indirect Costs	Construction Cost Engineering	CIVIL_ENGINEERING	Unmapped
7	🏢 Construction Engineering and Management	Develop practical knowledge of construction planning, scheduling, estimating, project management, safety, materials, quality control, and the coordination of construction activities.	Construction Cost Engineering	Bid Preparation	Construction Cost Engineering	CIVIL_ENGINEERING	Unmapped
7	🏢 Construction Engineering and Management	Develop practical knowledge of construction planning, scheduling, estimating, project management, safety, materials, quality control, and the coordination of construction activities.	Construction Cost Engineering	Construction Budgeting	Construction Cost Engineering	CIVIL_ENGINEERING	Unmapped
7	🏢 Construction Engineering and Management	Develop practical knowledge of construction planning, scheduling, estimating, project management, safety, materials, quality control, and the coordination of construction activities.	Construction Cost Engineering	Cost Control	Construction Cost Engineering	CIVIL_ENGINEERING	Unmapped
7	🏢 Construction Engineering and Management	Develop practical knowledge of construction planning, scheduling, estimating, project management, safety, materials, quality control, and the coordination of construction activities.	Construction Cost Engineering	Value Engineering	Construction Cost Engineering	CIVIL_ENGINEERING	Unmapped
7	🏢 Construction Engineering and Management	Develop practical knowledge of construction planning, scheduling, estimating, project management, safety, materials, quality control, and the coordination of construction activities.	Project Management	Project Scope Management	Project Management	ENGINEERING_SCIENCES	Unmapped
7	🏢 Construction Engineering and Management	Develop practical knowledge of construction planning, scheduling, estimating, project management, safety, materials, quality control, and the coordination of construction activities.	Project Management	Project Time Management	Project Management	ENGINEERING_SCIENCES	Unmapped
7	🏢 Construction Engineering and Management	Develop practical knowledge of construction planning, scheduling, estimating, project management, safety, materials, quality control, and the coordination of construction activities.	Project Management	Project Cost Management	Project Management	ENGINEERING_SCIENCES	Unmapped
7	🏢 Construction Engineering and Management	Develop practical knowledge of construction planning, scheduling, estimating, project management, safety, materials, quality control, and the coordination of construction activities.	Project Management	Project Risk Management	Project Management	ENGINEERING_SCIENCES	Unmapped
